,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,filename,datetime,burst,burst_type,link,split,spectrogram_f,spectrogram_t
361,361,348,348,1794,FITfiles/2024-04-04/Beelink1_20240404_195259_01.fit,2024-04-04 20:00:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/04/05/ALASKA-COHOE_20240405_000000_62.fit.gz,train,190.0,3600.0
362,362,1624,1624,5921,FITfiles/2024-04-29/Beelink1_20240429_150000_59.fit,2024-04-29 15:00:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/04/29/ALASKA-ANCHORAGE_20240429_190000_01.fit.gz,train,190.0,3600.0
363,363,2673,2673,7161,FITfiles/2024-06-02/UMICH_20240602_121459_59.fit,2024-06-02 12:15:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/06/02/ALASKA-ANCHORAGE_20240602_161500_01.fit.gz,test,190.0,3595.0
364,364,4374,4374,8170,FITfiles/2024-07-02/Beelink1_20240702_122200_59.fit,2024-07-02 12:15:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/07/02/ALASKA-ANCHORAGE_20240702_161500_01.fit.gz,train,190.0,1910.0
365,365,2128,2128,1783,FITfiles/2024-05-23/UMICH_20240523_201500_59.fit,2024-05-23 20:15:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/05/24/ALASKA-ANCHORAGE_20240524_001500_01.fit.gz,valid,190.0,3593.0
366,366,2177,2177,6147,FITfiles/2024-05-24/UMICH_20240524_180000_59.fit,2024-05-24 18:00:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/05/24/ALASKA-ANCHORAGE_20240524_220000_01.fit.gz,valid,190.0,3600.0
367,367,4362,4362,8176,FITfiles/2024-07-02/UMICH_20240702_091500_59.fit,2024-07-02 09:15:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/07/02/ALASKA-ANCHORAGE_20240702_131500_01.fit.gz,train,190.0,3600.0
368,368,3957,3957,4021,FITfiles/2024-06-24/UMICH_20240624_141500_59.fit,2024-06-24 14:15:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/06/24/ALASKA-ANCHORAGE_20240624_181500_01.fit.gz,train,190.0,3592.0
369,369,2211,2211,3198,FITfiles/2024-05-25/UMICH_20240525_115959_59.fit,2024-05-25 12:00:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/05/25/ALASKA-ANCHORAGE_20240525_160000_01.fit.gz,valid,190.0,3600.0
370,370,5356,5356,6564,FITfiles/2024-07-25/Beelink1_20240725_081500_59.fit,2024-07-25 08:15:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/07/25/ALASKA-HAARP_20240725_121500_62.fit.gz,train,190.0,3593.0
371,371,1261,1261,3798,FITfiles/2024-04-23/Beelink1_20240423_111500_59.fit,2024-04-23 11:15:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/04/23/ALASKA-ANCHORAGE_20240423_151500_01.fit.gz,train,190.0,3600.0
372,372,6790,6790,8980,FITfiles/2024-09-07/UMICH_20240907_153000_59.fit,2024-09-07 15:30:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/09/07/ALASKA-ANCHORAGE_20240907_193000_01.fit.gz,valid,190.0,3600.0
373,373,639,639,5513,FITfiles/2024-04-09/Beelink1_20240409_203000_59.fit,2024-04-09 20:30:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/04/10/ALASKA-COHOE_20240410_003000_63.fit.gz,test,190.0,3600.0
374,374,6269,6269,7643,FITfiles/2024-08-09/Beelink1_20240809_190000_59.fit,2024-08-09 19:00:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/08/09/ALASKA-ANCHORAGE_20240809_230000_01.fit.gz,valid,190.0,3600.0
375,375,2813,2813,8036,FITfiles/2024-06-04/UMICH_20240604_181500_59.fit,2024-06-04 18:15:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/06/04/ALASKA-ANCHORAGE_20240604_221500_01.fit.gz,train,190.0,3593.0
376,376,3956,3956,4031,FITfiles/2024-06-24/UMICH_20240624_140000_59.fit,2024-06-24 14:00:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/06/24/ALASKA-ANCHORAGE_20240624_180000_01.fit.gz,valid,190.0,3600.0
378,378,6316,6316,9143,FITfiles/2024-08-10/Beelink1_20240810_161500_59.fit,2024-08-10 16:15:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/08/10/ALASKA-HAARP_20240810_201500_63.fit.gz,valid,190.0,3593.0
379,379,4119,4119,7827,FITfiles/2024-06-27/UMICH_20240627_111459_59.fit,2024-06-27 11:15:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/06/27/ALASKA-ANCHORAGE_20240627_151500_01.fit.gz,train,190.0,3600.0
380,380,4134,4134,7582,FITfiles/2024-06-27/UMICH_20240627_150000_59.fit,2024-06-27 15:00:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/06/27/ALASKA-ANCHORAGE_20240627_190000_01.fit.gz,train,190.0,3600.0
384,384,569,569,6219,FITfiles/2024-04-08/Beelink1_20240408_173000_59.fit,2024-04-08 17:30:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/04/08/ALASKA-ANCHORAGE_20240408_213000_01.fit.gz,valid,190.0,3600.0
385,385,1808,1808,4589,FITfiles/2024-05-18/UMICH_20240518_124500_59.fit,2024-05-18 12:45:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/05/18/ALASKA-ANCHORAGE_20240518_164500_01.fit.gz,test,190.0,3600.0
387,387,1785,1785,1870,FITfiles/2024-05-15/Beelink1_20240515_133000_59.fit,2024-05-15 13:30:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/05/15/ALASKA-ANCHORAGE_20240515_173000_01.fit.gz,valid,190.0,3600.0
388,388,5479,5479,2615,FITfiles/2024-07-27/Beelink1_20240727_100000_59.fit,2024-07-27 10:00:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/07/27/ALASKA-ANCHORAGE_20240727_140000_01.fit.gz,train,190.0,3600.0
389,389,1387,1387,6317,FITfiles/2024-04-25/Beelink1_20240425_134500_59.fit,2024-04-25 13:45:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/04/25/ALASKA-ANCHORAGE_20240425_174500_01.fit.gz,test,190.0,3600.0
390,390,4435,4435,8742,FITfiles/2024-07-03/Beelink1_20240703_123000_59.fit,2024-07-03 12:30:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/07/03/ALASKA-ANCHORAGE_20240703_163000_01.fit.gz,valid,190.0,3600.0
391,391,5903,5903,4761,FITfiles/2024-08-03/Beelink1_20240803_143000_59.fit,2024-08-03 14:30:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/08/03/ALASKA-ANCHORAGE_20240803_183000_01.fit.gz,train,190.0,3600.0
392,392,4015,4015,4611,FITfiles/2024-06-25/UMICH_20240625_141500_59.fit,2024-06-25 14:15:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/06/25/ALASKA-ANCHORAGE_20240625_181500_01.fit.gz,valid,190.0,3593.0
393,393,4808,4808,4988,FITfiles/2024-07-15/Beelink1_20240715_180000_59.fit,2024-07-15 18:00:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/07/15/ALASKA-ANCHORAGE_20240715_220000_01.fit.gz,train,190.0,3600.0
394,394,8121,8121,7287,FITfiles/2024-10-02/UMICH_20241002_164500_59.fit,2024-10-02 16:45:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/10/02/ALASKA-ANCHORAGE_20241002_204500_01.fit.gz,train,190.0,3600.0
395,395,1531,1531,5597,FITfiles/2024-04-27/Beelink1_20240427_204500_59.fit,2024-04-27 20:45:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/04/28/ALASKA-ANCHORAGE_20240428_004500_01.fit.gz,valid,190.0,3590.0
397,397,1806,1806,4586,FITfiles/2024-05-18/UMICH_20240518_123000_59.fit,2024-05-18 12:30:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/05/18/ALASKA-ANCHORAGE_20240518_163000_01.fit.gz,train,190.0,3600.0
398,398,9020,9020,586,FITfiles/2024-10-31/Beelink1_20241031_183000_59.fit,2024-10-31 18:30:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/10/31/ALASKA-ANCHORAGE_20241031_223000_01.fit.gz,train,190.0,3600.0
399,399,305,305,3285,FITfiles/2024-03-30/Beelink1_20240330_115959_59.fit,2024-03-30 12:00:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/03/30/ALASKA-COHOE_20240330_160000_62.fit.gz,train,190.0,3600.0
400,400,2976,2976,7215,FITfiles/2024-06-07/UMICH_20240607_153000_59.fit,2024-06-07 15:30:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/06/07/ALASKA-ANCHORAGE_20240607_193000_01.fit.gz,train,190.0,3600.0
401,401,9692,9692,1328,FITfiles/2024-11-12/Beelink1_20241112_133000_59.fit,2024-11-12 13:30:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/11/12/ALASKA-ANCHORAGE_20241112_183000_01.fit.gz,train,190.0,3600.0
402,402,5440,5440,8674,FITfiles/2024-07-26/Beelink1_20240726_144500_59.fit,2024-07-26 14:45:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/07/26/ALASKA-ANCHORAGE_20240726_184500_01.fit.gz,train,190.0,3600.0
403,403,8845,8845,594,FITfiles/2024-10-28/Beelink1_20241028_181500_59.fit,2024-10-28 18:15:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/10/28/ALASKA-ANCHORAGE_20241028_221500_01.fit.gz,train,190.0,3590.0
405,405,6202,6202,4962,FITfiles/2024-08-08/Beelink1_20240808_164500_59.fit,2024-08-08 16:45:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/08/08/ALASKA-ANCHORAGE_20240808_204500_01.fit.gz,train,190.0,3600.0
406,406,6322,6322,9141,FITfiles/2024-08-10/Beelink1_20240810_174500_59.fit,2024-08-10 17:45:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/08/10/ALASKA-COHOE_20240810_214500_63.fit.gz,train,190.0,3600.0
407,407,4321,4321,2482,FITfiles/2024-07-01/UMICH_20240701_133000_59.fit,2024-07-01 13:30:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/07/01/ALASKA-ANCHORAGE_20240701_173000_01.fit.gz,train,190.0,3600.0
408,408,4654,4654,4336,FITfiles/2024-07-07/Beelink1_20240707_091500_59.fit,2024-07-07 09:15:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/07/07/ALASKA-ANCHORAGE_20240707_131500_01.fit.gz,train,190.0,3600.0
410,410,4359,4359,8186,FITfiles/2024-07-02/UMICH_20240702_083000_59.fit,2024-07-02 08:30:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/07/02/ALASKA-ANCHORAGE_20240702_123000_01.fit.gz,valid,190.0,3600.0
412,412,8166,8166,7099,FITfiles/2024-10-03/UMICH_20241003_133000_59.fit,2024-10-03 13:30:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/10/03/ALASKA-ANCHORAGE_20241003_173000_01.fit.gz,test,190.0,3600.0
413,413,2911,2911,4908,FITfiles/2024-06-06/UMICH_20240606_134500_59.fit,2024-06-06 13:45:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/06/06/ALASKA-ANCHORAGE_20240606_174500_01.fit.gz,valid,190.0,3600.0
414,414,6860,6860,8996,FITfiles/2024-09-08/UMICH_20240908_183000_59.fit,2024-09-08 18:30:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/09/08/ALASKA-ANCHORAGE_20240908_223000_01.fit.gz,valid,190.0,3600.0
415,415,6404,6404,9314,FITfiles/2024-08-12/Beelink1_20240812_091500_59.fit,2024-08-12 09:15:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/08/12/ALASKA-ANCHORAGE_20240812_131500_01.fit.gz,valid,190.0,3600.0
416,416,8331,8331,1029,FITfiles/2024-10-06/UMICH_20241006_111500_59.fit,2024-10-06 11:15:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/10/06/ALASKA-COHOE_20241006_151500_62.fit.gz,valid,190.0,3600.0
417,417,4037,4037,4597,FITfiles/2024-06-25/UMICH_20240625_194500_59.fit,2024-06-25 19:45:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/06/25/ALASKA-ANCHORAGE_20240625_234500_01.fit.gz,train,190.0,3600.0
418,418,2549,2549,8560,FITfiles/2024-05-31/UMICH_20240531_091500_59.fit,2024-05-31 09:15:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/05/31/ALASKA-COHOE_20240531_131500_62.fit.gz,test,190.0,3600.0
419,419,9528,9528,279,FITfiles/2024-11-09/Beelink1_20241109_150000_59.fit,2024-11-09 15:00:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/11/09/ALASKA-HAARP_20241109_200000_63.fit.gz,valid,190.0,3600.0
423,423,6403,6403,9301,FITfiles/2024-08-12/Beelink1_20240812_090000_59.fit,2024-08-12 09:00:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/08/12/ALASKA-ANCHORAGE_20240812_130000_01.fit.gz,train,190.0,3600.0
424,424,1671,1671,6797,FITfiles/2024-04-30/Beelink1_20240430_121500_59.fit,2024-04-30 12:15:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/04/30/ALASKA-ANCHORAGE_20240430_161500_01.fit.gz,valid,190.0,3590.0
425,425,5880,5880,4794,FITfiles/2024-08-03/Beelink1_20240803_084500_59.fit,2024-08-03 08:45:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/08/03/ALASKA-ANCHORAGE_20240803_124500_01.fit.gz,train,190.0,3600.0
426,426,8298,8298,5201,FITfiles/2024-10-05/UMICH_20241005_173000_59.fit,2024-10-05 17:30:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/10/05/ALASKA-ANCHORAGE_20241005_213000_01.fit.gz,train,190.0,3600.0
427,427,4242,4242,2436,FITfiles/2024-06-29/UMICH_20240629_130000_59.fit,2024-06-29 13:00:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/06/29/ALASKA-ANCHORAGE_20240629_170000_01.fit.gz,test,190.0,3600.0
429,429,6485,6485,9323,FITfiles/2024-09-02/UMICH_20240902_114459_59.fit,2024-09-02 11:45:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/09/02/ALASKA-ANCHORAGE_20240902_154500_01.fit.gz,test,190.0,3600.0
431,431,2678,2678,7160,FITfiles/2024-06-02/UMICH_20240602_133000_59.fit,2024-06-02 13:30:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/06/02/ALASKA-ANCHORAGE_20240602_173000_01.fit.gz,train,190.0,3600.0
432,432,3419,3419,1954,FITfiles/2024-06-15/UMICH_20240615_102959_59.fit,2024-06-15 10:30:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/06/15/ALASKA-COHOE_20240615_143000_62.fit.gz,train,190.0,3600.0
437,437,1616,1616,5937,FITfiles/2024-04-29/Beelink1_20240429_130000_59.fit,2024-04-29 13:00:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/04/29/ALASKA-ANCHORAGE_20240429_170000_01.fit.gz,valid,190.0,3600.0
439,439,2290,2290,7922,FITfiles/2024-05-26/UMICH_20240526_171500_59.fit,2024-05-26 17:15:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/05/26/ALASKA-ANCHORAGE_20240526_211500_01.fit.gz,train,190.0,3600.0
440,440,459,459,5388,FITfiles/2024-04-06/Beelink1_20240406_190000_59.fit,2024-04-06 19:00:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/04/06/ALASKA-COHOE_20240406_230000_62.fit.gz,train,190.0,3600.0
441,441,2979,2979,7207,FITfiles/2024-06-07/UMICH_20240607_161500_59.fit,2024-06-07 16:15:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/06/07/ALASKA-ANCHORAGE_20240607_201500_01.fit.gz,train,190.0,3592.0
442,442,5494,5494,2600,FITfiles/2024-07-27/Beelink1_20240727_134500_59.fit,2024-07-27 13:45:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/07/27/ALASKA-ANCHORAGE_20240727_174500_01.fit.gz,train,190.0,3600.0
443,443,8283,8283,5170,FITfiles/2024-10-05/UMICH_20241005_134500_59.fit,2024-10-05 13:45:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/10/05/ALASKA-ANCHORAGE_20241005_174500_01.fit.gz,train,190.0,3600.0
444,444,4191,4191,2551,FITfiles/2024-06-28/UMICH_20240628_144500_59.fit,2024-06-28 14:45:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/06/28/ALASKA-HAARP_20240628_184500_63.fit.gz,train,190.0,3600.0
445,445,6073,6073,4206,FITfiles/2024-08-06/Beelink1_20240806_133000_59.fit,2024-08-06 13:30:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/08/06/ALASKA-ANCHORAGE_20240806_173000_01.fit.gz,train,190.0,3600.0
446,446,1679,1679,6825,FITfiles/2024-04-30/Beelink1_20240430_141500_59.fit,2024-04-30 14:15:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/04/30/ALASKA-ANCHORAGE_20240430_181500_01.fit.gz,valid,190.0,3590.0
447,447,7000,7000,8565,FITfiles/2024-09-11/UMICH_20240911_100000_59.fit,2024-09-11 10:00:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/09/11/ALASKA-ANCHORAGE_20240911_140000_01.fit.gz,train,190.0,3600.0
448,448,4717,4717,5686,FITfiles/2024-07-14/Beelink1_20240714_094500_59.fit,2024-07-14 09:45:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/07/14/ALASKA-ANCHORAGE_20240714_134500_01.fit.gz,train,190.0,3600.0
449,449,6672,6672,9549,FITfiles/2024-09-05/UMICH_20240905_150000_59.fit,2024-09-05 15:00:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/09/05/ALASKA-ANCHORAGE_20240905_190000_01.fit.gz,test,190.0,3600.0
451,451,4497,4497,6502,FITfiles/2024-07-04/Beelink1_20240704_133000_59.fit,2024-07-04 13:30:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/07/04/ALASKA-ANCHORAGE_20240704_173000_01.fit.gz,train,190.0,3600.0
452,452,36,36,2394,FITfiles/2024-03-09/Beelink1_20240309_132959_59.fit,2024-03-09 13:30:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/03/09/ALASKA-ANCHORAGE_20240309_183000_01.fit.gz,test,190.0,3600.0
453,453,8620,8620,1384,FITfiles/2024-10-24/Beelink1_20241024_200000_59.fit,2024-10-24 20:00:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/10/25/ALASKA-ANCHORAGE_20241025_000000_01.fit.gz,train,190.0,3600.0
454,454,3372,3372,4541,FITfiles/2024-06-14/UMICH_20240614_131500_59.fit,2024-06-14 13:15:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/06/14/ALASKA-ANCHORAGE_20240614_171500_01.fit.gz,train,190.0,3600.0
455,455,8157,8157,7081,FITfiles/2024-10-03/UMICH_20241003_111500_59.fit,2024-10-03 11:15:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/10/03/ALASKA-COHOE_20241003_151500_62.fit.gz,valid,190.0,3600.0
456,456,4855,4855,3479,FITfiles/2024-07-16/Beelink1_20240716_151500_59.fit,2024-07-16 15:15:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/07/16/ALASKA-ANCHORAGE_20240716_191500_01.fit.gz,train,190.0,3600.0
457,457,8294,8294,5195,FITfiles/2024-10-05/UMICH_20241005_163000_59.fit,2024-10-05 16:30:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/10/05/ALASKA-ANCHORAGE_20241005_203000_01.fit.gz,test,190.0,3600.0
458,458,47,47,2387,FITfiles/2024-03-09/Beelink1_20240309_155959_59.fit,2024-03-09 16:00:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/03/09/ALASKA-ANCHORAGE_20240309_210000_01.fit.gz,train,190.0,3600.0
459,459,4073,4073,2793,FITfiles/2024-06-26/UMICH_20240626_141500_59.fit,2024-06-26 14:15:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/06/26/ALASKA-ANCHORAGE_20240626_181500_01.fit.gz,train,190.0,3592.0
460,460,2173,2173,6158,FITfiles/2024-05-24/UMICH_20240524_170000_59.fit,2024-05-24 17:00:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/05/24/ALASKA-ANCHORAGE_20240524_210000_01.fit.gz,valid,190.0,3600.0
462,462,9015,9015,577,FITfiles/2024-10-31/Beelink1_20241031_171500_59.fit,2024-10-31 17:15:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/10/31/ALASKA-ANCHORAGE_20241031_211500_01.fit.gz,train,190.0,3600.0
463,463,2086,2086,1827,FITfiles/2024-05-23/UMICH_20240523_094500_59.fit,2024-05-23 09:45:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/05/23/ALASKA-COHOE_20240523_134500_62.fit.gz,valid,190.0,3600.0
464,464,8850,8850,582,FITfiles/2024-10-28/Beelink1_20241028_193000_59.fit,2024-10-28 19:30:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/10/28/ALASKA-ANCHORAGE_20241028_233000_01.fit.gz,train,190.0,3600.0
465,465,5534,5534,7057,FITfiles/2024-07-28/Beelink1_20240728_091500_59.fit,2024-07-28 09:15:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/07/28/ALASKA-ANCHORAGE_20240728_131500_01.fit.gz,test,190.0,3600.0
466,466,8177,8177,7118,FITfiles/2024-10-03/UMICH_20241003_161500_59.fit,2024-10-03 16:15:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/10/03/ALASKA-ANCHORAGE_20241003_201500_01.fit.gz,train,190.0,3590.0
467,467,1530,1530,5606,FITfiles/2024-04-27/Beelink1_20240427_203000_59.fit,2024-04-27 20:30:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/04/28/ALASKA-ANCHORAGE_20240428_003000_01.fit.gz,test,190.0,3600.0
469,469,8943,8943,9630,FITfiles/2024-10-30/Beelink1_20241030_134500_59.fit,2024-10-30 13:45:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/10/30/ALASKA-ANCHORAGE_20241030_174500_01.fit.gz,train,190.0,3600.0
470,470,8002,8002,8461,FITfiles/2024-09-30/UMICH_20240930_160000_59.fit,2024-09-30 16:00:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/09/30/ALASKA-ANCHORAGE_20240930_200000_01.fit.gz,train,190.0,3600.0
471,471,6594,6594,8942,FITfiles/2024-09-04/UMICH_20240904_100000_59.fit,2024-09-04 10:00:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/09/04/ALASKA-ANCHORAGE_20240904_140000_01.fit.gz,valid,190.0,3600.0
472,472,8462,8462,1055,FITfiles/2024-10-08/UMICH_20241008_150000_59.fit,2024-10-08 15:00:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/10/08/ALASKA-ANCHORAGE_20241008_190000_01.fit.gz,valid,190.0,3600.0
473,473,4273,4273,2402,FITfiles/2024-06-29/UMICH_20240629_204500_59.fit,2024-06-29 20:45:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/06/30/ALASKA-ANCHORAGE_20240630_004500_01.fit.gz,train,190.0,3590.0
475,475,4816,4816,4972,FITfiles/2024-07-15/Beelink1_20240715_200000_59.fit,2024-07-15 20:00:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/07/16/ALASKA-ANCHORAGE_20240716_000000_01.fit.gz,test,190.0,3600.0
476,476,3026,3026,2057,FITfiles/2024-06-08/UMICH_20240608_134500_59.fit,2024-06-08 13:45:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/06/08/ALASKA-ANCHORAGE_20240608_174500_01.fit.gz,test,190.0,3600.0
477,477,685,685,4349,FITfiles/2024-04-10/Beelink1_20240410_173000_59.fit,2024-04-10 17:30:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/04/10/ALASKA-ANCHORAGE_20240410_213000_01.fit.gz,train,190.0,3600.0
